Fish ID,DO,Mass,Length,Condition Factor,Catchability ,bodyL,bodyW,eyeH,headH,caudalW,a,b,c,body ratio,head ratio,caudal ratio,head angle,BlueMean,GreenMean,RedMean,BlueStdDev,GreenStdDev,RedStdDev,BlueMin,GreenMin,RedMin,BlueMax,GreenMax,RedMax,Marks,Area
84,17.5,3.67,72,0.98326046,2,228.2651966,46.04345773,7.071067812,29.61418579,23.34523506,20.61552813,23.02172887,29.61418579,0.201710372,0.238772994,0.102272424,85.28648584,98.52,93.87181818,81.75836364,9.950545455,14.09663636,22.71736364,79.36363636,65.27272727,24.81818182,122.6363636,128,135.3636364,11,6.937636364
85,17.3,1.18,53,0.792600603,2,159.0503065,29.06888371,5.099019514,20.22374842,14.14213562,16.2788206,16.1245155,20.22374842,0.182765342,0.252130288,0.088916117,77.23443422,83.07344444,83.91344444,59.91266667,11.03055556,16.37533333,29.68955556,68.77777778,62.88888889,11.44444444,108.7777778,121.2222222,119.1111111,9,2.270111111
86,17.3,2.79,68,0.887314268,2,206.4000969,44.01136217,6.32455532,25.96150997,20.22374842,21.47091055,18.02775638,25.96150997,0.213233244,0.243612769,0.097983231,81.68149423,114.8505,119.3383,102.5425,11.4026,16.8205,26.1153,93.9,86.9,46.2,137.5,151.7,150,10,3.7122
87,16.8,1.96,63,0.783852636,2,185.6906029,36.01388621,7.071067812,26.17250466,21.09502311,20,18.02775638,26.17250466,0.193945658,0.270171613,0.113603073,86.82016988,72.75622222,71.37922222,53.74233333,11.34722222,16.07611111,27.55933333,58.55555556,51,8.777777778,105.4444444,116.3333333,122.1111111,9,3.952888889
88,16.7,1.38,54,0.876390794,2,157.0286598,34.13209633,6.08276253,22.02271555,17.02938637,18.38477631,16.64331698,22.02271555,0.217362209,0.276204018,0.108447632,77.73522627,80.84633333,79.73544444,59.07577778,12.43277778,18.40188889,32.87577778,64.66666667,55.88888889,7.777777778,107.1111111,118.6666667,123.1111111,9,2.864555556
89,16.7,1.39,53,0.933656643,2,161.0124219,32.14031736,6.08276253,24.08318916,16.03121954,20.61552813,17,24.08318916,0.199613899,0.252572967,0.09956511,78.97862805,76.2097,76.9145,51.3128,12.0239,17.4122,33.3852,60.6,54.4,2.8,101.9,114.3,112.8,10,2.2814
90,16.7,4.58,75,1.08562963,2,223.2241026,50.15974482,6.08276253,30.14962686,23,22.8035085,20.80865205,30.14962686,0.224705774,0.201752498,0.103035469,87.34260932,94.8665,102.2546,91.3035,11.8369,17.4109,25.4242,72.1,68.5,34.3,121.1,139.9,145.4,10,6.2196
91,16.7,1.78,57,0.961159439,2,172.2353042,38.01315562,5,23.34523506,19.02629759,16.64331698,15.8113883,23.34523506,0.220704784,0.214176468,0.110466885,91.95992726,80.95222222,81.25533333,67.35733333,9.411222222,13.68311111,23.96866667,65.22222222,58.44444444,17,102.3333333,112.6666667,116.8888889,9,3.648666667
92,16.7,2.07,62,0.868550905,2,187.0026738,40.01249805,6.08276253,24.18677324,19.23538406,16.97056275,19.20937271,24.18677324,0.213967518,0.251491279,0.102861546,83.65980825,51.9521,54.084,44.6598,8.848,12.3857,17.5744,37.6,33.3,10.6,72.7,82.6,82.5,10,5.6378
93,16.6,2.84,69,0.864512083,2,201.4869723,43.01162634,6,26.17250466,17.4642492,19.10497317,20,26.17250466,0.213471004,0.229248216,0.086676816,83.99099404,86.79363636,91.91945455,83.374,12.05718182,16.97472727,25.66518182,67.27272727,63.90909091,29.72727273,111,125.0909091,129.8181818,11,4.280181818
94,16.6,1.65,55,0.991735537,2,163.6001222,36.01388621,6.08276253,20.39607805,14.14213562,17.20465053,15.23154621,20.39607805,0.220133614,0.29823197,0.086443307,77.66091272,112.0868889,115.3607778,94.407,13.35744444,19.044,24.88533333,88.33333333,82.88888889,48.77777778,138.2222222,152.4444444,142.7777778,9,2.947111111
97,16.6,2.48,70,0.72303207,2,203.6295656,38.01315562,6.08276253,26.47640459,22.20360331,19.72308292,17.49285568,26.47640459,0.186677978,0.22974277,0.109039192,90.49821161,79.19436364,77.58909091,64.87936364,10.80645455,14.98845455,24.772,64.45454545,56.72727273,18.90909091,104.3636364,112.2727273,118,11,4.042272727
98,16.6,1.73,56,0.985103863,2,171.0584695,38.01315562,5.385164807,25.29822128,18.24828759,15.26433752,19.41648784,25.29822128,0.222223172,0.21286733,0.106678656,92.90102074,80.29446154,88.17046154,72.65446154,11.39853846,16.18476923,25.57984615,64.53846154,65.23076923,29.07692308,103.9230769,120.8461538,119.7692308,13,2.395461538
100,16.6,2.54,64,0.968933105,2,194.7434209,41.59326869,6.32455532,25.96150997,21.58703314,19.41648784,20.1246118,25.96150997,0.21357984,0.243612769,0.110848588,82.05652819,72.94488889,77.42322222,62.04355556,6.382222222,9.193111111,16.69177778,63.22222222,63.33333333,32.88888889,84.55555556,93.88888889,87.66666667,9,1.473666667
101,16.6,2.76,65,1.005006827,2,195.5019181,41.0487515,6.32455532,26.2488095,21.84032967,17.80449381,21.9544984,26.2488095,0.209965978,0.240946368,0.111714145,81.91135623,90.7735,85.3196,61.4278,10.5876,14.6671,25.2522,71.2,58.3,7.8,111.2,113.6,105.8,10,2.6699
102,16.5,2.2,61,0.969244122,2,183.2730204,41.01219331,6.32455532,25.70992026,21.21320344,18.60107524,19.72308292,25.70992026,0.223776491,0.245996691,0.115746461,84.21170718,87.82433333,87.31144444,71.89844444,10.79444444,15.23222222,24.68433333,71.55555556,64.66666667,29.44444444,109.5555556,117.8888889,118.8888889,9,2.395111111
103,16.4,1.93,60,0.893518519,2,176.4794606,38,7.615773106,23.08679276,21.09502311,17.20465053,18.78829423,23.08679276,0.215322508,0.329875751,0.119532455,79.66344585,84.53788889,85.73877778,65.78188889,11.31744444,15.58044444,25.36733333,68.33333333,61.77777778,16.44444444,112.8888889,124.7777778,122.4444444,9,3.685666667
104,16.3,2.07,62,0.868550905,2,184.2009772,39.05124838,7.280109889,25,21.02379604,18.86796226,18.78829423,25,0.212003481,0.291204396,0.114135095,83.19574044,48.822625,49.63375,41.58925,6.354375,9.293875,14.637375,37,32.125,11.625,61,67.125,67.625,8,3.207125
105,16.2,3.4,70,0.991253644,2,214.9325476,49.16299421,7.280109889,27.45906044,24.18677324,20.61552813,21.09502311,27.45906044,0.228736851,0.265125965,0.112531925,82.33570673,98.00511111,101.678,85.43222222,10.565,14.77366667,22.53111111,73.77777778,67.22222222,21.77777778,118.2222222,128.7777778,124.4444444,9,5.037222222
106,16.1,2.22,62,0.931489376,2,188.3825894,39.05124838,7.280109889,22.8035085,18.02775638,16.64331698,17,22.8035085,0.207297545,0.319253938,0.095697572,85.33726066,89.8705,86.298,65.768,8.8425,13.17925,22.2395,74.5,63.625,18.375,110.25,117.125,110.875,8,3.54875
107,16.1,3.66,71,1.022600591,2,215.8379021,47.01063709,5.830951895,28.86173938,25,21.9544984,20.1246118,28.86173938,0.217805291,0.202030509,0.115827664,86.49646836,72.73925,73.63075,67.587875,8.311125,11.156,17.6195,58.25,53.25,25.5,93.25,101.875,107.5,8,4.551125
109,15.8,3.8,74,0.937752947,2,219.6588264,48.83646179,6.708203932,29.41088234,22.47220505,18.43908891,25.23885893,29.41088234,0.222328702,0.228085776,0.10230504,83.08877288,93.86488889,93.73766667,77.52444444,10.19366667,13.55566667,19.65188889,79.11111111,74.44444444,44.88888889,119.3333333,128,124.2222222,9,2.475555556
110,15.7,2.09,61,0.920781916,2,179.0670266,35.6931366,5.385164807,23.76972865,22.20360331,17.80449381,21.54065923,23.76972865,0.199328359,0.226555586,0.123996046,73.6441829,115.5024444,117.5157778,99.67255556,6.250333333,7.860222222,10.48255556,106.7777778,105.5555556,82.33333333,129,134.1111111,121.2222222,9,2.144444444
112,14.9,3.11,71,0.868931103,2,207,44.18144407,7.071067812,29.27456234,22.56102835,21.9317122,23.02172887,29.27456234,0.213436928,0.241543075,0.108990475,81.22795499,89.94657143,94.518,84.61371429,8.065,10.562,13.21328571,78.71428571,79.28571429,63.42857143,111.2857143,122.4285714,115.8571429,7,3.209714286
113,14.9,3.7,73,0.951115247,2,211.2557692,49.01020302,6.708203932,29.83286778,27.16615541,20.80865205,22.47220505,29.83286778,0.231994625,0.224859507,0.128593674,87.05805135,115.2918571,119.5652857,99.704,7.567714286,9.476428571,11.359,103,103.1428571,78.28571429,132.2857143,140.2857143,125,7,4.527
114,14.2,2.79,69,0.8492918,2,198.728458,43.41658669,7.615773106,27.85677655,24,20.80865205,23.76972865,27.85677655,0.218471915,0.273390322,0.120767807,77.03143069,103.5861111,108.1052222,95.25666667,9.854111111,12.83033333,15.83088889,90.55555556,90.66666667,71.33333333,126.4444444,136.8888889,129.5555556,9,3.213
115,14,2.45,63,0.979815795,2,185.3267385,42.04759208,6.08276253,25.70992026,21.21320344,17.69180601,21.63330765,25.70992026,0.22688357,0.236592042,0.114463804,80.98067757,103.6845,110.109,96.846125,8.213125,10.471875,12.10725,92.75,95.875,78.625,122.375,134.25,124,8,3.395625
116,13.2,4.16,72,1.114540466,2,225.2687284,49.04079934,6.08276253,29.61418579,26.07680962,21.21320344,25.23885893,29.61418579,0.2176991,0.205400296,0.115758675,78.69006753,103.5478889,110.7512222,97.23377778,5.756777778,7.632777778,10.67766667,95.22222222,100,80.55555556,116.4444444,128.3333333,119.5555556,9,3.480444444
117,12.9,2.89,71,0.807463308,2,201.950489,40.79215611,7.615773106,29.83286778,26.07680962,22.20360331,22.82542442,29.83286778,0.201990876,0.255281295,0.129124766,82.97314079,93.65711111,96.98377778,90.02244444,6.191444444,8.053777778,10.48966667,85,85.66666667,73.88888889,107.2222222,114.8888889,112.3333333,9,2.709888889
118,12.9,2.62,62,1.0993253,2,195.3509662,41.77319715,9.486832981,27.20294102,21.54065923,21.9544984,20.24845673,27.20294102,0.213836655,0.348742916,0.110266459,80.15627661,90.75571429,94.35557143,81.81214286,6.423428571,8.573428571,11.76314286,79.85714286,80.42857143,60.42857143,105.8571429,114.1428571,108.1428571,7,3.338142857
120,17.5,1.76,59,0.856952269,3,162.0277754,33.06055051,5.099019514,20.61552813,20.09975124,16.40121947,16.55294536,20.61552813,0.204042489,0.247338777,0.12405127,77.44830145,31.49622222,34.41244444,27.03855556,6.762888889,7.005,6.934666667,20.66666667,22.77777778,15.44444444,46.88888889,50.22222222,42.11111111,9,2.960111111
121,17,4.85,85,0.789741502,3,237.413142,49.04079934,7.280109889,31.78049716,22.20360331,22.8035085,24.69817807,31.78049716,0.20656312,0.229074764,0.093523059,83.88449643,72.1445,72.7277,54.9329,7.954,8.21,8.06,59.5,59.5,41.3,94.6,94.7,76.1,10,5.8919
122,17,1,51,0.753857868,3,143.3492239,28,5.099019514,18.38477631,16.4924225,13.60147051,16.15549442,18.38477631,0.195327182,0.277350098,0.115050658,75.7740361,51.734625,53.40475,41.945,7.40425,7.7735,7.287625,40.375,41.375,30.375,66,68,55.625,8,1.650875
123,16.9,2.79,68,0.887314268,3,197.4639208,42.42640687,5.385164807,25.96150997,21.21320344,19.20937271,21.47091055,25.96150997,0.2148565,0.207428798,0.10742825,79.09873235,71.939,75.61525,64.44458333,11.01533333,11.64775,11.6155,55.5,58.25,47,96.16666667,100.75,90.08333333,12,3.283833333
124,15.9,1.72,60,0.796296296,3,167.8630394,34.13209633,6.32455532,23.40939982,20,18.86796226,18.97366596,23.40939982,0.203333006,0.270171613,0.119144751,76.42956561,65.81554545,67.30945455,53.89127273,8.141909091,8.629727273,8.397818182,52.54545455,53.36363636,40.63636364,81.54545455,84,70,11,2.364181818
125,15.7,1.52,58,0.779039731,3,161.4465856,35.12833614,6.708203932,23.40939982,20.09975124,17.88854382,17.08800749,23.40939982,0.217584881,0.28656027,0.12449784,83.99099404,45.965875,47.16475,37.718625,7.354875,7.33975,7.454375,33.875,35.25,25.25,60.25,61.875,52,8,2.249
126,15.5,3.31,75,0.784592593,3,210.0380918,48.01041554,9.219544457,31.04834939,24.08318916,21.26029163,26.07680962,31.04834939,0.228579564,0.296941533,0.114661055,81.28526713,83.10188889,88.536,78.97866667,12.70711111,13.57411111,13.43888889,63.33333333,67.33333333,56.66666667,110.6666667,117.5555556,106.7777778,9,4.778666667
127,15.5,1.59,56,0.905384475,3,152.6433752,35.12833614,5.385164807,21.37755833,20.61552813,16.64331698,14.76482306,21.37755833,0.230133382,0.251907385,0.135056815,85.56552949,63.8388,69.8345,57.7061,7.3816,7.8291,7.9257,51.8,57.1,44.4,76.4,83.3,70.8,10,1.9035
128,15.5,3.52,74,0.868655361,3,206.6204249,44.28317965,5,27.85677655,26.30589288,21.02379604,20.24845673,27.85677655,0.214321404,0.17948954,0.127315065,84.87868349,66.39777778,67.80766667,53.91811111,10.07333333,10.14666667,9.918,50.33333333,51.22222222,37.55555556,91.33333333,92.22222222,76.66666667,9,46.88888889
129,15.5,3.38,75,0.801185185,3,210.0214275,44,5.099019514,28.0713377,25.01999201,22.02271555,19.41648784,28.0713377,0.209502433,0.181645049,0.119130664,85.03606314,55.4475,55.3788,44.3751,10.3786,10.7908,10.4678,36.1,35.1,25.3,80.3,81.6,69.6,10,4.2414
130,15.5,1.75,60,0.810185185,3,172,33.06055051,5,21.37755833,20.22374842,18.60107524,16.15549442,21.37755833,0.192212503,0.233890135,0.117579933,75.54757175,48.63,52.17472727,45.16,8.815454545,9.054636364,8.941636364,33.90909091,37.18181818,30.27272727,65,69.72727273,62.54545455,11,2.411909091
131,15.5,2.98,69,0.907128876,3,191.1282292,44.01136217,6.08276253,26.47640459,26,17.80449381,20,26.47640459,0.230271386,0.22974277,0.136034327,88.71267106,73.638,74.5615,57.6961,11.2503,11.3182,9.8402,55.8,56.2,40.4,100.2,101.1,80.5,10,3.7322
132,15.1,2.69,68,0.855510889,3,191.2119243,40.04996879,7.071067812,25.49509757,22,19.20937271,19.72308292,25.49509757,0.209453301,0.277350098,0.115055586,81.80573667,55.3,62.67772727,57.19018182,8.770181818,9.025181818,9.105454545,41.63636364,49.45454545,42.90909091,73.63636364,82.18181818,76.36363636,11,3.176
133,15,1.59,60,0.736111111,3,166.6763331,37.05401463,4.123105626,23.53720459,20,19.72308292,16.15549442,23.53720459,0.222311194,0.175173972,0.119993041,81.33586457,49.90666667,60.28522222,58.76911111,8.186666667,8.991666667,10.11477778,38.44444444,47.77777778,45.55555556,67.11111111,80.22222222,81.55555556,9,2.532777778
134,14.9,4.21,77,0.922167729,3,220.0363606,48.09365863,8.544003745,32.28002478,23.19482701,22.8035085,26.41968963,32.28002478,0.218571415,0.264683928,0.10541361,81.60090535,48.8035,49.0024,37.5819,9.9334,10.3859,10.1344,32.8,32,20.9,75,76.4,64.6,10,6.6867
135,14.8,2.43,70,0.70845481,3,193.2588937,38.20994635,7.615773106,28.63564213,22.20360331,21.40093456,21.9544984,28.63564213,0.19771378,0.265954333,0.114890461,82.66322619,55.8881,54.3975,46.4758,7.9339,8.2658,8.2603,42.4,40.9,33.2,74.9,74.6,66.3,10,4.4978
136,14.8,2.38,68,0.756920415,3,191.0235588,38,7.071067812,26.47640459,19.41648784,19.79898987,22.47220505,26.47640459,0.198928343,0.267070545,0.101644467,77.27564431,50.21609091,54.44754545,49.15872727,7.509,8.077818182,8.068181818,38.90909091,42.90909091,37.63636364,68.45454545,75,69.45454545,11,3.802090909
137,14.8,1.88,60,0.87037037,3,170.9502852,34.13209633,7.615773106,24.16609195,18.43908891,17,19.31320792,24.16609195,0.19966095,0.315142933,0.107862288,83.17801857,44.209,46.16155556,37.565,10.90555556,11.37466667,12.02655556,28.55555556,29.55555556,20.22222222,68.44444444,71.55555556,64.33333333,9,3.154666667
138,14.5,1.93,60,0.893518519,3,169.4254999,36.05551275,4,23.53720459,17.4642492,18.43908891,19.23538406,23.53720459,0.212810426,0.169943715,0.103079225,77.29597639,42.83733333,44.79833333,39.40522222,6.499555556,6.920222222,6.874444444,33,34.66666667,28.77777778,58.55555556,61.77777778,56.11111111,9,3.742222222
139,14.4,3.74,71,1.044952516,3,203.0886506,49.04079934,8,28.28427125,23.02172887,21.26029163,21.63330765,28.28427125,0.24147484,0.282842712,0.113358028,82.50414236,43.989,51.68825,49.966375,9.3615,10.41425,10.381125,27.75,34.75,33.25,61.875,72.5,71,8,3.315
140,14.4,3.24,74,0.799557775,3,205.2949098,44.01136217,6,30.41381265,23.08679276,22.6715681,23.85372088,30.41381265,0.214381166,0.197278785,0.112456723,81.60020193,61.83788889,64.83488889,53.62022222,9.179666667,9.922,10.20611111,47.33333333,49.44444444,38.11111111,83.22222222,88,78.22222222,9,4.016111111
141,14.4,2.43,65,0.884842968,3,186.0671922,40.11234224,7.071067812,26.17250466,23.02172887,19.10497317,21.40093456,26.17250466,0.215579876,0.270171613,0.123728039,80.28426023,46.45711111,53.78144444,53.05711111,10.19111111,10.90755556,11.19355556,30.66666667,37.11111111,35.66666667,71.22222222,80.22222222,80.33333333,9,3.688444444
142,13.9,1.96,58,1.004551232,3,167.0748335,42.04759208,5.099019514,25.01999201,20.02498439,20.51828453,18.02775638,25.01999201,0.251669214,0.203797807,0.119856378,80.66500154,61.668,64.24863636,51.92245455,11.12063636,11.41218182,11.95181818,44.72727273,46.90909091,34.36363636,82.90909091,86.45454545,75.09090909,11,2.549272727
143,13.7,3.05,76,0.694798804,3,212.7627787,40.04996879,6.08276253,27.65863337,21.21320344,24.41311123,21.1896201,27.65863337,0.188237666,0.219922743,0.099703546,74.29802602,43.26677778,50.665,49.489,9.467888889,10.56411111,10.749,27.44444444,33.44444444,32.33333333,70.77777778,82.33333333,82.55555556,9,7.106
144,13.7,1.53,60,0.708333333,3,165.3874239,33.95585369,3.605551275,22.84731932,18.02775638,18.35755975,18.68154169,22.84731932,0.205310978,0.157810692,0.109003187,76.16635745,51.70628571,58.94485714,59.49757143,10.42014286,11.73157143,12.07842857,37,42.42857143,42.71428571,75.28571429,85.28571429,86.71428571,7,3.518142857
145,13.4,2.28,65,0.830223031,3,185.7794391,36.22154055,7.071067812,26.30589288,20.09975124,20.61552813,19.72308292,26.30589288,0.194970664,0.268801665,0.108191473,81.37168603,43.89857143,48.59814286,41.529,12.57842857,12.59485714,12.58785714,26,30.57142857,24,77,81.71428571,74.71428571,7,53.14285714
146,13.4,3.63,76,0.826924479,3,216.0092591,47.01063709,5.385164807,30.59411708,20.22374842,22.02271555,23.85372088,30.59411708,0.217632509,0.176019618,0.093624452,83.55140771,63.761875,72.8775,74.89375,10.910625,12.301,12.402875,46.75,53.875,56.125,88.875,101.625,104.125,8,3.811875
147,13.3,1.57,58,0.804666038,3,164.7573974,32.24903099,4.123105626,22.13594362,17.11724277,18.60107524,18.97366596,22.13594362,0.195736468,0.186262926,0.103893622,72.18111109,56.14785714,60.84014286,59.468,9.365428571,9.566285714,9.442714286,40.71428571,45.42857143,44.28571429,71.71428571,77.28571429,75.42857143,7,1.827428571
148,13.1,2.75,67,0.914341192,3,188,43.01162634,6.08276253,27.16615541,22.09072203,20,18.60107524,27.16615541,0.228785246,0.223909583,0.117503841,89.38394009,58.61575,62.665375,54.5845,11.668125,11.708125,11.229,38.25,42.25,34.375,80,84.125,75.25,8,3.99975
149,13,1.34,54,0.850988162,3,153.7335357,32.14031736,7.615773106,23.76972865,17.11724277,17.49285568,17,23.76972865,0.209065102,0.320397983,0.111343583,87.1087304,34.4934,38.9059,39.2753,10.2675,10.6746,10.9636,21,24.9,24.6,55.1,60.5,61.3,10,1.8715
151,12.9,2.7,79,0.547624022,3,197.1243263,42.10700654,6.32455532,25.49509757,22,21.9317122,21.9317122,25.49509757,0.213606343,0.248069469,0.111604693,71.07535558,35.09227273,42.67709091,41.49154545,11.52281818,12.854,13.20790909,17.72727273,23.54545455,22.27272727,63.27272727,74.81818182,75.09090909,11,3.441545455
153,12.8,1.95,63,0.779853388,3,177.3414785,34.23448554,5.099019514,24.51530134,19.23538406,16.40121947,18.60107524,24.51530134,0.193042743,0.207993344,0.108465229,88.68524571,47.627125,54.697625,54.331875,13.53125,14.75825,15.078125,25.5,31.5,31.125,81.625,92.625,93.5,8,3.595375
154,12.4,1.49,57,0.804566047,3,160.2903615,33.37663854,5.099019514,22.8035085,16.76305461,19.23538406,15.8113883,22.8035085,0.208226111,0.223606798,0.104579305,80.53767779,24.55816667,28.55991667,29.97775,5.11925,5.734333333,6.29775,16.33333333,19.91666667,21,36.25,42.08333333,45.5,12,2.466666667
155,11.8,4.2,79,0.851859589,3,223.0358716,47.04253395,7,29.06888371,26,24.04163056,22.47220505,29.06888371,0.210919139,0.240807321,0.116573176,77.27564431,43.42433333,45.98466667,40.40311111,8.912,9.427777778,9.543,30.22222222,32.33333333,26.77777778,67.55555556,71,64.88888889,9,6.565333333
156,11.8,3.36,75,0.796444444,3,211.0094785,45.01110974,6,29.15475947,25.3179778,24.20743687,20.59126028,29.15475947,0.213313213,0.205798302,0.119985026,80.76444091,76.864,79.02981818,65.17118182,11.09863636,11.28281818,11.12927273,58.81818182,60.81818182,47.27272727,99.18181818,101.3636364,87.36363636,11,3.018181818
157,11.7,4.53,81,0.85239942,3,229.1069619,49.04079934,8.246211251,32.14031736,25.63201124,23.34523506,24.20743687,32.14031736,0.214051982,0.256569067,0.111877924,85.02586778,65.56111111,70.55633333,64.17922222,8.423888889,8.666888889,8.797666667,49.88888889,54.55555556,48.11111111,81.88888889,87.77777778,81.88888889,9,3.410888889
158,11.4,5.3,81,0.997288504,3,231.9525814,51.0881591,7.071067812,30.06659276,25.70992026,23.43074903,20.80865205,30.06659276,0.2202526,0.235180217,0.110841277,85.41202188,55.0005,59.287125,55.91775,11.507375,12.203625,11.978375,33,36.5,33.625,84,91.125,88.125,8,7.209125
159,11.4,1.77,60,0.819444444,3,167.6722994,37.05401463,5,23.02172887,16.1245155,17.69180601,16.2788206,23.02172887,0.220990675,0.217186121,0.096166842,85.21983704,34.572875,39.935625,37.692375,8.11725,8.580625,8.55325,22.75,27.625,25.25,52.25,58.5,56.25,8,3.330875
160,11.3,2.35,65,0.855712335,3,187.32325,37.21558813,6,27.01851217,20,20.51828453,19.20937271,27.01851217,0.198670417,0.222069963,0.106767313,85.63474226,48.25014286,51.89457143,45.52814286,16.40528571,16.957,16.91057143,27.85714286,30.42857143,24.28571429,92.28571429,97.28571429,90.28571429,7,3.654571429
161,11.2,3.35,73,0.861144886,3,204.1568025,46.09772229,7,28.0713377,24.0208243,22.6715681,20.24845673,28.0713377,0.225795671,0.249364675,0.117658702,81.4815773,39.159,42.179125,38.492125,10.54275,10.707875,10.32225,24.375,27,23.25,67,70.5,65.375,8,3.643625
162,11.2,1.86,61,0.819451848,3,172.0116275,34.0147027,5.385164807,23.19482701,18.02775638,18.60107524,16.1245155,23.19482701,0.197746531,0.232170941,0.104805452,83.49104356,34.67828571,38.91157143,37.10242857,7.185285714,7.627714286,7.749571429,24.14285714,27.85714286,26,54,60.14285714,58.42857143,7,3.926571429
163,11,3.32,74,0.819299943,3,205.02195,45.04442252,7,29,24.18677324,25.61249695,18.35755975,29,0.219705366,0.24137931,0.117971628,80.69794529,50.05833333,57.26575,55.77758333,9.852,10.33383333,10.37391667,34.41666667,41.08333333,39.41666667,69.83333333,78.16666667,76.75,12,2.197166667
164,11,2.1,62,0.881138599,3,178.2806776,41.0487515,7.071067812,25.07987241,19.41648784,19.10497317,18.60107524,25.07987241,0.230247899,0.281941937,0.108909659,83.37493413,49.79509091,55.07845455,51.53218182,12.51718182,13.10554545,13.24709091,34.36363636,39,35.27272727,76.36363636,83.63636364,80.72727273,11,2.22
165,11,2.2,59,1.071190336,3,168.0119043,40.04996879,7,26.01922366,20.02498439,20.51828453,18.60107524,26.01922366,0.23837578,0.269031855,0.11918789,83.22877175,48.42955556,59.27922222,63.55333333,13.36688889,15.83533333,17.66233333,31.33333333,40.22222222,42.77777778,83.88888889,101.8888889,110.4444444,9,2.583666667
166,11,2.7,68,0.858691227,3,194.3116054,43,6.08276253,29,22.20360331,21.26029163,21.9317122,29,0.221294039,0.209750432,0.114268025,84.3383149,43.52057143,49.45828571,46.12471429,11.02514286,11.77757143,11.77314286,27.28571429,32.42857143,29.28571429,69.57142857,77.85714286,74.28571429,7,3.021571429
167,10.9,2.44,66,0.84870746,3,189.0026455,39,6,26,22.02271555,19.84943324,19.84943324,26,0.206346318,0.230769231,0.116520674,81.82876644,41.29544444,46.47933333,44.11188889,10.20422222,11.72133333,12.14622222,27.77777778,32.11111111,29.44444444,67.33333333,77.33333333,75.88888889,9,2.994333333
168,9.9,1.68,58,0.861043913,3,169.0473307,38,6,23.02172887,17,20.51828453,15.26433752,23.02172887,0.224789116,0.260623346,0.100563552,78.58243626,36.68911111,48.24344444,51.56266667,15.40766667,17.37333333,17.87322222,18.33333333,27.88888889,30.22222222,79.11111111,96.11111111,100.2222222,9,3.319222222
169,9.7,2.15,63,0.85983835,3,179.1005304,37.01351105,7,26.01922366,19,20.61552813,17.20465053,26.01922366,0.206663325,0.269031855,0.106085671,86.44381891,36.1723,41.933,44.9833,12.1147,14.9366,16.4059,21,25.1,26.9,70.7,86.9,95.2,10,4.0813
